true_persona,age,monthly_income,savings_rate,pct_spend_discretionary,app_opens_per_week,avg_transaction_value,transactions_per_month,investment_balance,credit_utilization,months_active,monthly_spend
Young Digital Spender,22,2720.0,0.073,0.576,19.4,71.3,66,450.0,0.291,2,2700.0
High-Income Investor,36,17440.0,0.176,0.308,6.6,168.36,21,29030.0,0.127,38,12430.0
Credit-Reliant Household,39,3720.0,0.004,0.455,6.1,56.18,43,30.0,0.715,38,3990.0
Young Digital Spender,25,3200.0,0.03,0.663,16.0,21.51,40,60.0,0.471,36,2860.0
Young Digital Spender,27,2370.0,0.018,0.432,29.6,51.02,59,200.0,0.506,49,2100.0
Budget-Conscious Saver,25,6110.0,0.343,0.247,5.3,48.16,21,6280.0,0.222,58,3650.0
Credit-Reliant Household,44,4100.0,0.008,0.443,9.3,38.54,35,210.0,0.979,18,3460.0
Credit-Reliant Household,36,4720.0,-0.019,0.393,14.5,38.29,33,80.0,0.888,15,4150.0
Young Digital Spender,21,3420.0,0.08,0.688,23.4,46.86,49,440.0,0.438,40,2990.0
Budget-Conscious Saver,36,5850.0,0.327,0.171,3.5,35.82,28,4620.0,0.106,6,4180.0
Steady Middle,42,4920.0,0.141,0.387,9.1,39.77,24,7340.0,0.363,22,3830.0
Credit-Reliant Household,44,3280.0,0.037,0.524,5.6,43.45,39,250.0,0.902,30,3120.0
Young Digital Spender,22,4410.0,0.015,0.544,15.0,62.98,37,320.0,0.42,7,4970.0
Budget-Conscious Saver,30,5200.0,0.213,0.26,7.3,80.68,31,1590.0,0.178,43,4650.0
Young Digital Spender,21,3790.0,0.088,0.623,20.0,48.85,74,530.0,0.424,3,3080.0
Credit-Reliant Household,35,3900.0,0.027,0.43,4.0,27.36,34,70.0,0.58,54,4250.0
Steady Middle,47,7230.0,0.117,0.268,12.9,81.03,22,5480.0,0.343,16,5580.0
Credit-Reliant Household,49,4590.0,0.042,0.435,8.7,67.96,25,340.0,0.586,41,3910.0
High-Income Investor,43,15130.0,0.222,0.407,6.2,205.96,28,52960.0,0.142,10,10500.0
Young Digital Spender,20,2410.0,0.008,0.413,15.1,41.68,53,270.0,0.259,24,2260.0
Steady Middle,43,4710.0,0.096,0.344,10.0,42.76,24,10990.0,0.258,53,4720.0
High-Income Investor,37,12710.0,0.212,0.352,9.2,156.34,24,108430.0,0.07,3,9290.0
Steady Middle,49,6180.0,0.196,0.361,11.8,51.53,22,5140.0,0.196,9,4560.0
Credit-Reliant Household,54,2900.0,0.0,0.325,12.3,38.09,35,260.0,0.78,36,3130.0
High-Income Investor,52,11270.0,0.391,0.479,5.5,195.65,10,31220.0,0.143,22,6340.0
High-Income Investor,48,17710.0,0.387,0.366,4.0,125.23,18,47550.0,0.064,36,11330.0
Budget-Conscious Saver,33,4610.0,0.145,0.18,5.5,30.46,29,1750.0,0.138,2,3810.0
Young Digital Spender,21,3040.0,0.047,0.691,12.6,41.26,58,460.0,0.216,49,2890.0
Budget-Conscious Saver,41,4450.0,0.22,0.244,7.7,57.9,24,900.0,0.215,33,3280.0
Credit-Reliant Household,31,3730.0,0.001,0.47,8.0,42.27,29,100.0,0.783,46,3470.0
High-Income Investor,47,8960.0,0.243,0.457,6.7,127.45,7,73000.0,0.106,33,6360.0
Budget-Conscious Saver,31,6360.0,0.294,0.192,3.6,32.91,22,4260.0,0.153,15,4460.0
Steady Middle,48,7690.0,0.094,0.438,9.2,84.72,23,7390.0,0.239,50,7630.0
Steady Middle,43,5460.0,0.117,0.313,7.5,42.73,28,5230.0,0.44,35,4640.0
High-Income Investor,50,9960.0,0.193,0.445,6.5,211.27,9,111050.0,0.081,31,7360.0
Credit-Reliant Household,32,3310.0,-0.007,0.467,6.9,28.89,44,240.0,0.912,27,3710.0
Young Digital Spender,22,3850.0,0.059,0.576,13.0,35.57,38,280.0,0.265,29,3860.0
Young Digital Spender,20,2660.0,0.046,0.51,19.5,42.53,47,540.0,0.259,30,2770.0
Steady Middle,32,5610.0,0.103,0.366,7.2,41.62,33,9400.0,0.38,5,5590.0
Credit-Reliant Household,47,3040.0,0.077,0.315,14.5,23.96,36,200.0,0.846,26,2900.0
Young Digital Spender,26,4020.0,0.054,0.66,19.1,50.05,37,390.0,0.421,15,3610.0
Budget-Conscious Saver,41,3200.0,0.293,0.267,8.8,56.55,25,4060.0,0.02,18,2190.0
Credit-Reliant Household,48,2910.0,0.022,0.387,3.9,44.56,26,200.0,0.638,32,2790.0
Budget-Conscious Saver,28,5320.0,0.273,0.142,6.7,75.69,26,3780.0,0.089,22,3570.0
Credit-Reliant Household,49,4040.0,-0.053,0.397,8.6,52.7,48,90.0,0.949,25,4540.0
Steady Middle,35,5080.0,0.117,0.443,9.8,32.84,21,11180.0,0.43,9,4220.0
High-Income Investor,38,8980.0,0.256,0.408,10.0,140.54,17,22670.0,0.085,36,5920.0
Young Digital Spender,20,3820.0,-0.049,0.547,27.9,36.02,39,390.0,0.383,22,3890.0
Steady Middle,44,5530.0,0.141,0.383,6.7,56.57,33,12730.0,0.135,56,5180.0
Credit-Reliant Household,35,4810.0,-0.016,0.371,8.0,26.54,28,140.0,0.905,45,5080.0
Budget-Conscious Saver,35,5410.0,0.253,0.307,10.6,84.35,31,4330.0,0.134,8,4250.0
Credit-Reliant Household,50,3670.0,0.076,0.418,15.4,44.09,34,10.0,0.811,34,3160.0
Budget-Conscious Saver,32,5750.0,0.318,0.28,7.5,39.87,36,2150.0,0.151,7,4410.0
Steady Middle,45,6330.0,0.13,0.306,3.3,73.02,41,12250.0,0.266,49,5380.0
Budget-Conscious Saver,28,3880.0,0.293,0.234,7.2,53.04,27,3420.0,0.1,40,2980.0
Steady Middle,46,4870.0,0.2,0.27,6.9,58.02,35,1320.0,0.369,2,3840.0
Steady Middle,48,4650.0,0.145,0.282,4.4,73.11,38,6050.0,0.285,50,4020.0
Young Digital Spender,26,2970.0,0.038,0.594,14.2,16.36,46,430.0,0.393,45,2690.0
Steady Middle,35,4380.0,0.127,0.334,10.2,36.19,23,14040.0,0.313,5,3580.0
Steady Middle,47,5020.0,0.13,0.301,10.2,52.94,19,6830.0,0.285,4,4140.0
Steady Middle,36,7410.0,0.087,0.341,7.7,72.81,27,2420.0,0.404,25,7030.0
Young Digital Spender,26,2670.0,0.053,0.584,21.2,27.7,41,440.0,0.387,21,2350.0
Budget-Conscious Saver,31,4690.0,0.209,0.293,6.1,41.29,30,1020.0,0.274,26,3270.0
Young Digital Spender,23,2890.0,0.066,0.595,21.6,33.05,47,410.0,0.581,58,2590.0
Young Digital Spender,20,2290.0,0.02,0.631,12.4,36.4,71,270.0,0.338,39,2570.0
High-Income Investor,52,16650.0,0.226,0.352,4.8,151.47,18,91950.0,0.077,59,13870.0
High-Income Investor,42,14250.0,0.352,0.477,7.1,135.01,22,70420.0,0.038,30,10610.0
Steady Middle,39,7740.0,0.144,0.356,8.6,52.37,35,2690.0,0.326,17,7060.0
Credit-Reliant Household,48,3340.0,-0.049,0.341,10.1,57.22,41,350.0,1.0,17,3110.0
Steady Middle,32,6910.0,0.184,0.363,3.2,80.45,19,4850.0,0.239,5,6270.0
Young Digital Spender,20,3800.0,-0.023,0.542,26.5,29.37,50,350.0,0.446,28,4290.0
Steady Middle,29,5170.0,0.155,0.384,9.3,69.64,34,3450.0,0.303,48,4980.0
Young Digital Spender,22,2370.0,-0.017,0.601,26.6,6.73,61,270.0,0.45,56,2530.0
Steady Middle,42,6320.0,0.144,0.24,8.9,59.4,25,7910.0,0.294,15,5570.0
High-Income Investor,35,16420.0,0.403,0.235,9.3,215.84,18,31280.0,0.151,34,8510.0
Credit-Reliant Household,50,3050.0,-0.066,0.476,9.3,69.29,31,200.0,0.891,24,2790.0
Young Digital Spender,20,2230.0,0.015,0.719,14.0,19.36,45,150.0,0.459,33,2380.0
Young Digital Spender,21,2520.0,0.037,0.68,22.6,37.27,51,90.0,0.303,25,2280.0
Steady Middle,29,5170.0,0.093,0.426,10.9,44.05,37,5940.0,0.324,30,4260.0
Budget-Conscious Saver,31,4190.0,0.29,0.283,3.7,34.7,25,980.0,0.056,54,3380.0
Young Digital Spender,22,2440.0,0.08,0.561,20.5,44.28,37,510.0,0.3,16,2210.0
Steady Middle,36,5940.0,0.137,0.353,9.6,59.79,38,6090.0,0.179,27,5580.0
Budget-Conscious Saver,33,6080.0,0.201,0.297,9.7,58.34,27,1580.0,0.098,12,5030.0
High-Income Investor,39,11200.0,0.312,0.442,2.1,86.97,21,131930.0,0.0,14,7470.0
Steady Middle,44,6310.0,0.184,0.364,7.7,36.13,21,4670.0,0.318,8,4430.0
Budget-Conscious Saver,38,4650.0,0.243,0.162,11.7,65.07,42,1650.0,0.138,13,3540.0
Young Digital Spender,27,3710.0,-0.007,0.683,22.8,33.37,35,30.0,0.495,3,4150.0
High-Income Investor,46,15370.0,0.265,0.438,5.2,144.26,19,47970.0,0.091,43,10320.0
Young Digital Spender,23,2320.0,0.074,0.55,19.6,23.83,58,100.0,0.335,52,2440.0
Credit-Reliant Household,29,3680.0,-0.045,0.407,14.4,31.78,25,130.0,0.877,31,4420.0
Steady Middle,32,7210.0,0.08,0.307,7.3,46.93,38,5180.0,0.227,27,7250.0
Steady Middle,30,6610.0,0.133,0.238,6.5,42.25,24,1010.0,0.189,34,5530.0
Budget-Conscious Saver,38,3640.0,0.208,0.178,7.1,51.14,30,510.0,0.09,18,2860.0
Young Digital Spender,21,3110.0,0.051,0.645,21.4,20.18,54,250.0,0.302,45,2950.0
Steady Middle,37,4080.0,0.093,0.434,6.0,63.85,50,3810.0,0.443,44,3900.0
Budget-Conscious Saver,27,6060.0,0.269,0.302,5.5,36.87,22,1700.0,0.25,21,4710.0
Young Digital Spender,22,4320.0,0.056,0.717,13.7,59.59,49,440.0,0.395,59,4260.0
Budget-Conscious Saver,28,3660.0,0.225,0.201,10.9,52.52,33,4590.0,0.187,11,2580.0
Steady Middle,31,5720.0,0.081,0.326,6.7,26.2,14,7300.0,0.206,45,5480.0
Budget-Conscious Saver,25,3310.0,0.228,0.202,4.4,52.12,24,2340.0,0.109,9,2540.0
High-Income Investor,39,12740.0,0.308,0.387,7.9,216.04,24,65890.0,0.043,56,9390.0
Young Digital Spender,21,2550.0,0.07,0.59,23.8,15.19,68,70.0,0.25,28,2180.0
Young Digital Spender,27,2240.0,0.077,0.503,14.2,39.47,55,340.0,0.336,28,2220.0
High-Income Investor,48,9120.0,0.244,0.388,4.8,119.98,9,77210.0,0.101,49,6340.0
Young Digital Spender,22,3680.0,0.082,0.65,21.0,62.49,60,60.0,0.328,56,3350.0
Steady Middle,43,7790.0,0.219,0.305,7.7,73.9,38,8390.0,0.262,37,6160.0
Steady Middle,45,6520.0,0.086,0.414,5.7,64.91,32,980.0,0.114,11,6130.0
Credit-Reliant Household,41,3580.0,0.012,0.411,9.2,41.25,36,20.0,0.705,16,3090.0
Young Digital Spender,27,3260.0,0.08,0.604,25.6,9.63,40,140.0,0.463,17,2660.0
Steady Middle,29,4900.0,0.168,0.324,7.4,37.52,23,12320.0,0.378,17,4580.0
Credit-Reliant Household,28,3290.0,-0.025,0.423,6.7,31.79,35,20.0,0.75,16,3650.0
High-Income Investor,42,16010.0,0.341,0.313,6.6,128.72,26,26040.0,0.144,42,11030.0
Young Digital Spender,20,2420.0,0.048,0.691,13.1,56.45,36,290.0,0.33,35,2530.0
Steady Middle,26,7870.0,0.084,0.232,8.8,88.73,36,4570.0,0.424,56,6820.0
Budget-Conscious Saver,28,5740.0,0.359,0.174,3.4,55.81,21,6240.0,0.121,15,3940.0
Young Digital Spender,27,3310.0,0.078,0.452,17.6,55.48,54,190.0,0.534,15,3200.0
Credit-Reliant Household,47,4680.0,-0.072,0.425,7.1,28.99,24,150.0,0.788,58,4360.0
Steady Middle,42,4320.0,0.095,0.38,7.1,62.69,22,1000.0,0.288,34,3830.0
Steady Middle,31,6490.0,0.079,0.421,9.9,49.72,35,7400.0,0.072,37,6460.0
Credit-Reliant Household,37,3690.0,0.02,0.482,13.8,58.42,22,210.0,0.689,30,3780.0
Young Digital Spender,21,4180.0,0.025,0.522,18.9,55.39,41,350.0,0.297,12,4060.0
Young Digital Spender,26,3010.0,0.094,0.482,26.7,20.5,42,280.0,0.349,10,2610.0
Budget-Conscious Saver,28,4170.0,0.236,0.143,5.7,93.28,25,1410.0,0.124,18,3660.0
Credit-Reliant Household,51,2970.0,-0.025,0.341,9.9,16.2,33,120.0,0.753,30,3040.0
Credit-Reliant Household,49,4150.0,-0.053,0.324,7.4,39.3,45,460.0,0.896,53,4020.0
Young Digital Spender,26,3280.0,0.012,0.67,29.2,27.2,66,20.0,0.402,7,3640.0
Credit-Reliant Household,54,4140.0,0.011,0.309,9.3,46.68,43,40.0,0.912,44,3960.0
Young Digital Spender,24,2540.0,0.017,0.566,13.1,33.21,47,410.0,0.302,52,2480.0
High-Income Investor,36,9460.0,0.199,0.277,6.5,100.93,18,128440.0,0.0,37,6900.0
Young Digital Spender,26,3410.0,-0.002,0.515,30.3,28.65,48,120.0,0.41,8,3440.0
High-Income Investor,36,13930.0,0.209,0.364,9.1,186.21,15,59570.0,0.0,1,10450.0
Young Digital Spender,25,4410.0,0.048,0.618,22.8,38.85,50,130.0,0.231,21,4170.0
Young Digital Spender,25,4180.0,-0.043,0.693,24.8,36.23,64,140.0,0.55,20,4770.0
Steady Middle,42,4250.0,0.036,0.421,11.8,94.43,25,4810.0,0.294,35,3990.0
Steady Middle,29,8000.0,0.143,0.302,9.0,40.51,35,10740.0,0.288,23,5900.0
Young Digital Spender,21,2390.0,0.04,0.473,16.6,51.64,56,350.0,0.424,32,2550.0
Young Digital Spender,25,2620.0,0.034,0.646,25.1,30.61,60,60.0,0.456,24,2600.0
Credit-Reliant Household,32,3290.0,0.032,0.445,10.2,31.67,42,240.0,0.86,48,2760.0
Steady Middle,33,4740.0,0.129,0.325,10.0,39.03,31,5180.0,0.12,43,3830.0
Steady Middle,40,7950.0,0.151,0.279,8.6,57.74,22,4920.0,0.275,37,7010.0
Steady Middle,42,7640.0,0.134,0.347,8.7,77.4,22,6420.0,0.264,53,7430.0
Young Digital Spender,22,2690.0,-0.028,0.676,11.5,42.65,68,10.0,0.267,48,2690.0
Steady Middle,27,6090.0,0.139,0.364,7.5,29.83,39,4560.0,0.267,38,4970.0
Credit-Reliant Household,33,3390.0,-0.0,0.384,4.8,13.63,36,300.0,0.927,29,3420.0
Credit-Reliant Household,42,4310.0,-0.034,0.455,12.5,29.01,38,90.0,0.82,47,4240.0
Steady Middle,49,4120.0,0.179,0.437,10.2,46.36,36,5160.0,0.317,53,3430.0
Steady Middle,30,7610.0,0.091,0.358,14.2,77.11,36,6140.0,0.279,26,7630.0
Young Digital Spender,20,2930.0,0.096,0.572,19.2,33.78,64,340.0,0.543,47,2570.0
Credit-Reliant Household,45,2860.0,-0.002,0.442,5.8,41.88,38,270.0,0.842,1,2820.0
Budget-Conscious Saver,35,3070.0,0.327,0.317,5.9,51.44,24,2590.0,0.224,20,2140.0
Credit-Reliant Household,30,2500.0,0.049,0.49,7.1,39.83,33,120.0,0.695,55,2200.0
Steady Middle,47,4910.0,0.202,0.285,4.5,44.45,29,9800.0,0.37,24,3710.0
Young Digital Spender,26,3210.0,0.062,0.568,15.2,30.09,66,170.0,0.353,23,3120.0
Budget-Conscious Saver,29,3240.0,0.264,0.195,5.4,46.39,29,2170.0,0.283,9,2730.0
Steady Middle,27,4680.0,0.112,0.292,9.5,57.0,22,9960.0,0.32,34,3740.0
Young Digital Spender,21,2620.0,0.059,0.548,28.3,5.0,48,140.0,0.349,51,2780.0
Steady Middle,39,4600.0,0.153,0.32,8.2,57.53,38,2680.0,0.25,45,3530.0
Young Digital Spender,21,4350.0,-0.006,0.386,12.5,19.78,70,130.0,0.257,34,4730.0
Credit-Reliant Household,40,3530.0,0.003,0.401,4.4,26.05,43,250.0,0.778,57,3810.0
Budget-Conscious Saver,35,4060.0,0.313,0.144,6.5,66.51,31,1770.0,0.304,33,2720.0
Steady Middle,30,6570.0,0.113,0.377,8.3,58.63,30,5790.0,0.478,40,6340.0
Budget-Conscious Saver,39,3530.0,0.34,0.298,4.5,38.07,32,480.0,0.136,17,2360.0
Young Digital Spender,26,3160.0,0.034,0.595,28.6,60.92,60,440.0,0.404,1,2640.0
Steady Middle,41,4210.0,0.107,0.261,6.8,35.95,33,8590.0,0.336,51,3630.0
Budget-Conscious Saver,39,6380.0,0.295,0.188,5.8,72.43,17,2570.0,0.195,42,3930.0
Steady Middle,46,7970.0,0.102,0.366,11.2,34.71,29,11190.0,0.205,46,8000.0
Steady Middle,28,4100.0,0.151,0.304,6.1,74.13,23,3400.0,0.282,45,3560.0
Steady Middle,45,4870.0,0.148,0.286,9.0,81.51,33,10620.0,0.221,53,3880.0
Steady Middle,48,6170.0,0.105,0.297,5.3,61.38,18,1310.0,0.343,38,5400.0
Credit-Reliant Household,47,3040.0,-0.073,0.414,7.3,38.08,36,20.0,0.718,9,2900.0
Budget-Conscious Saver,32,4300.0,0.272,0.336,6.3,64.58,27,1390.0,0.046,26,2990.0
Steady Middle,37,6440.0,0.183,0.428,10.6,60.1,25,2170.0,0.276,36,4880.0
Budget-Conscious Saver,36,6500.0,0.227,0.274,13.1,38.48,31,1590.0,0.067,43,4830.0
Steady Middle,33,5400.0,0.153,0.27,10.8,71.51,27,8790.0,0.175,19,4190.0
Steady Middle,35,5230.0,0.15,0.342,6.3,61.38,30,9670.0,0.273,30,3910.0
Steady Middle,41,7300.0,0.039,0.401,6.2,83.87,19,3320.0,0.204,46,6420.0
High-Income Investor,57,8710.0,0.374,0.299,5.7,205.48,11,78110.0,0.131,25,5820.0
Steady Middle,45,4770.0,0.198,0.327,9.1,84.99,42,10580.0,0.331,29,3290.0
Budget-Conscious Saver,39,4640.0,0.289,0.312,6.9,44.63,29,2230.0,0.173,48,3580.0
High-Income Investor,52,17560.0,0.295,0.332,10.1,148.98,23,120840.0,0.026,36,12480.0
Budget-Conscious Saver,31,6410.0,0.243,0.179,6.7,45.42,21,1100.0,0.162,55,5040.0
Steady Middle,49,5090.0,0.029,0.385,10.8,71.35,34,3190.0,0.309,13,4970.0
Young Digital Spender,22,2550.0,0.08,0.474,13.6,15.71,51,60.0,0.442,45,2230.0
Credit-Reliant Household,54,4340.0,-0.044,0.367,4.8,21.53,40,80.0,0.732,33,4150.0
Steady Middle,26,7350.0,0.139,0.379,10.7,43.39,27,12960.0,0.116,58,6720.0
High-Income Investor,39,10280.0,0.288,0.316,5.9,182.73,14,65680.0,0.057,22,7300.0
Young Digital Spender,20,2360.0,0.017,0.507,24.2,69.06,49,130.0,0.381,2,1980.0
Steady Middle,28,6150.0,0.132,0.36,11.1,65.25,33,6470.0,0.351,26,5010.0
High-Income Investor,40,16990.0,0.254,0.315,5.7,97.7,18,44080.0,0.038,45,13290.0
High-Income Investor,36,16580.0,0.235,0.27,5.5,133.78,11,142960.0,0.0,45,13730.0
Credit-Reliant Household,36,3680.0,0.016,0.412,8.3,37.86,33,200.0,0.955,4,3560.0
Steady Middle,29,4560.0,0.162,0.414,8.2,47.56,40,2500.0,0.326,56,4250.0
Steady Middle,29,5860.0,0.086,0.312,6.7,77.34,34,14930.0,0.391,22,4640.0
Credit-Reliant Household,43,4250.0,-0.034,0.295,8.5,31.41,23,130.0,0.597,20,4650.0
Steady Middle,36,7320.0,0.092,0.352,2.2,52.16,39,3660.0,0.251,16,7560.0
Budget-Conscious Saver,27,3260.0,0.141,0.264,9.0,57.71,26,1290.0,0.248,48,2540.0
High-Income Investor,52,17450.0,0.289,0.221,8.8,159.33,25,24430.0,0.063,52,11190.0
Steady Middle,44,7040.0,0.159,0.316,9.5,87.35,28,10310.0,0.254,49,6260.0
Budget-Conscious Saver,35,3040.0,0.207,0.139,0.9,46.89,25,7180.0,0.05,9,2640.0
Steady Middle,45,6380.0,0.117,0.387,9.6,24.8,35,8920.0,0.24,13,5730.0
Budget-Conscious Saver,25,4460.0,0.237,0.32,3.2,28.7,24,2930.0,0.094,22,3430.0
Young Digital Spender,21,3620.0,0.065,0.481,19.0,9.54,58,50.0,0.389,56,3180.0
Budget-Conscious Saver,31,4020.0,0.272,0.126,4.3,46.51,16,3270.0,0.188,50,3290.0
Steady Middle,34,7140.0,0.154,0.299,10.5,33.0,34,5550.0,0.393,26,5620.0
High-Income Investor,38,14210.0,0.189,0.354,4.8,128.55,17,54140.0,0.002,4,12940.0
Steady Middle,40,4270.0,0.152,0.276,8.0,59.07,20,6740.0,0.163,51,3990.0
Steady Middle,28,6670.0,0.095,0.406,8.7,40.76,34,2630.0,0.4,46,6270.0
Credit-Reliant Household,44,2600.0,-0.034,0.431,13.4,53.4,32,160.0,0.707,36,2690.0
Steady Middle,38,5600.0,0.158,0.313,9.0,31.34,34,6910.0,0.396,47,5250.0
Steady Middle,48,6800.0,0.14,0.324,10.8,94.34,35,3010.0,0.364,30,5350.0
Young Digital Spender,24,3530.0,0.073,0.512,21.3,24.97,33,20.0,0.488,30,3430.0
High-Income Investor,56,11070.0,0.376,0.263,5.8,209.7,15,135610.0,0.0,28,7640.0
Steady Middle,29,4180.0,0.092,0.424,10.8,39.22,35,4570.0,0.365,15,3650.0
High-Income Investor,47,11280.0,0.398,0.271,4.6,90.42,12,69080.0,0.084,55,7570.0
Credit-Reliant Household,28,4670.0,0.013,0.399,6.4,20.41,17,170.0,0.755,10,5050.0
Young Digital Spender,27,4230.0,0.028,0.473,25.1,53.89,42,190.0,0.176,6,3690.0
High-Income Investor,49,10100.0,0.338,0.416,4.3,193.76,22,134480.0,0.061,32,7110.0
Steady Middle,47,5120.0,0.097,0.417,5.6,75.11,35,2730.0,0.32,4,5270.0
Steady Middle,31,4290.0,0.138,0.321,10.7,51.74,13,3640.0,0.299,35,3730.0
Young Digital Spender,25,4490.0,0.045,0.64,14.5,24.23,70,150.0,0.347,42,3990.0
Budget-Conscious Saver,32,5850.0,0.236,0.248,4.0,68.4,30,500.0,0.11,43,4660.0
High-Income Investor,43,17610.0,0.466,0.401,5.0,95.73,19,39300.0,0.111,20,9070.0
Budget-Conscious Saver,39,6190.0,0.322,0.221,6.2,34.95,18,1010.0,0.142,17,4480.0
Young Digital Spender,25,4340.0,0.097,0.693,25.6,62.97,44,480.0,0.51,35,4470.0
High-Income Investor,48,13880.0,0.291,0.281,6.1,88.97,9,8580.0,0.042,43,8710.0
Steady Middle,46,7170.0,0.172,0.358,12.3,40.92,36,10100.0,0.306,53,6580.0
Young Digital Spender,27,3120.0,0.049,0.566,28.6,32.21,60,20.0,0.403,30,2910.0
Young Digital Spender,20,2250.0,-0.037,0.695,14.3,31.46,68,350.0,0.488,31,2170.0
Young Digital Spender,24,4200.0,0.058,0.654,20.3,22.19,73,210.0,0.431,25,3790.0
Steady Middle,48,4210.0,0.111,0.409,11.1,67.77,38,3470.0,0.3,44,3600.0
Budget-Conscious Saver,30,5510.0,0.249,0.107,5.2,64.71,20,2130.0,0.246,45,4550.0
Young Digital Spender,23,2490.0,0.033,0.553,12.8,58.52,55,70.0,0.421,47,2540.0
High-Income Investor,52,11440.0,0.228,0.37,8.0,155.65,20,60640.0,0.0,42,9010.0
Steady Middle,33,5180.0,0.104,0.345,9.6,31.05,12,7490.0,0.195,44,4840.0
Steady Middle,30,5290.0,0.155,0.385,7.0,35.67,24,3820.0,0.34,49,4080.0
Budget-Conscious Saver,27,5040.0,0.222,0.253,8.1,75.81,26,980.0,0.254,3,4270.0
Credit-Reliant Household,41,2580.0,0.031,0.429,5.3,26.28,20,230.0,1.0,44,2690.0
Budget-Conscious Saver,40,4070.0,0.269,0.136,10.2,66.38,23,6910.0,0.126,19,2720.0
High-Income Investor,55,8490.0,0.36,0.463,3.1,199.69,20,47790.0,0.112,11,5110.0
Credit-Reliant Household,31,2760.0,-0.015,0.427,13.2,42.9,34,450.0,0.795,57,2740.0
Steady Middle,31,5090.0,0.159,0.371,12.3,63.05,31,650.0,0.201,11,3690.0
Steady Middle,28,5030.0,0.139,0.409,12.4,42.41,26,12590.0,0.298,42,3740.0
Credit-Reliant Household,53,3750.0,0.051,0.47,11.5,36.51,45,260.0,0.787,7,3130.0
High-Income Investor,56,9530.0,0.256,0.404,5.2,196.02,10,46250.0,0.044,46,7250.0
Credit-Reliant Household,44,3510.0,-0.037,0.37,10.7,34.65,35,330.0,0.69,48,3210.0
Budget-Conscious Saver,41,5690.0,0.34,0.193,5.1,63.72,24,2050.0,0.184,5,4100.0
Credit-Reliant Household,34,4470.0,-0.061,0.317,9.9,20.57,42,150.0,0.802,38,5160.0
Budget-Conscious Saver,32,5740.0,0.202,0.25,8.0,58.74,34,1470.0,0.026,19,5140.0
Young Digital Spender,20,4220.0,0.093,0.555,26.8,41.48,41,290.0,0.315,45,3940.0
High-Income Investor,49,9230.0,0.215,0.31,6.9,122.75,25,26120.0,0.097,4,7130.0
Budget-Conscious Saver,41,5410.0,0.165,0.229,6.0,42.55,26,3830.0,0.204,37,4180.0
High-Income Investor,53,11260.0,0.188,0.248,2.8,191.49,22,26600.0,0.099,26,10450.0
Budget-Conscious Saver,29,5770.0,0.24,0.219,6.5,73.01,20,3470.0,0.208,32,4940.0
Budget-Conscious Saver,26,6390.0,0.26,0.255,8.2,37.32,32,1500.0,0.028,32,4270.0
Young Digital Spender,24,3820.0,0.064,0.576,16.2,45.31,55,0.0,0.34,55,4060.0
Steady Middle,26,7470.0,0.098,0.4,10.4,47.53,40,7330.0,0.229,40,7740.0
Young Digital Spender,21,2570.0,0.029,0.649,21.8,33.37,49,130.0,0.575,1,2780.0
Young Digital Spender,27,3760.0,0.106,0.466,10.5,35.74,49,430.0,0.352,48,3240.0
Young Digital Spender,24,2440.0,0.057,0.666,22.5,17.64,71,50.0,0.563,30,2510.0
Young Digital Spender,25,2550.0,0.086,0.403,22.1,13.61,48,380.0,0.515,1,2030.0
High-Income Investor,55,11150.0,0.25,0.296,4.6,92.2,12,122490.0,0.184,53,9490.0
Steady Middle,32,5660.0,0.158,0.313,6.8,58.75,35,8070.0,0.235,47,5470.0
Steady Middle,46,6160.0,0.095,0.346,12.5,42.49,38,6640.0,0.344,20,5560.0
Credit-Reliant Household,53,3560.0,-0.038,0.491,12.5,22.71,24,200.0,0.822,41,4090.0
Credit-Reliant Household,30,4600.0,-0.049,0.403,13.3,34.22,43,370.0,0.634,23,5450.0
Credit-Reliant Household,52,4930.0,-0.019,0.459,10.7,53.11,46,260.0,0.729,24,4950.0
High-Income Investor,37,17010.0,0.218,0.304,5.0,131.84,11,70330.0,0.119,31,11870.0
Young Digital Spender,25,2520.0,0.057,0.491,28.8,36.81,40,260.0,0.351,2,2150.0
Young Digital Spender,24,4470.0,0.04,0.677,23.7,26.34,44,480.0,0.319,43,3770.0
High-Income Investor,43,17830.0,0.294,0.395,5.0,101.28,9,162940.0,0.039,46,11530.0
High-Income Investor,35,11640.0,0.356,0.326,0.0,58.94,16,66410.0,0.17,7,7360.0
Steady Middle,37,6580.0,0.123,0.324,5.9,64.75,20,6790.0,0.192,6,5710.0
Young Digital Spender,24,2720.0,0.093,0.734,23.9,43.32,59,220.0,0.544,25,2520.0
High-Income Investor,50,12060.0,0.242,0.299,7.2,157.3,15,80190.0,0.087,57,8890.0
Budget-Conscious Saver,33,5380.0,0.22,0.19,4.9,80.52,16,5620.0,0.188,25,4380.0
Steady Middle,33,7910.0,0.07,0.313,6.0,58.65,17,13690.0,0.367,42,6660.0
Steady Middle,26,4040.0,0.099,0.33,9.7,53.89,24,1030.0,0.367,37,3380.0
Steady Middle,44,4020.0,0.111,0.216,10.3,35.19,19,10040.0,0.324,36,3640.0
Budget-Conscious Saver,41,5770.0,0.335,0.311,7.7,49.97,33,6530.0,0.147,44,3270.0
